resourceid
ds6w:what/ds6w:type
ds6w:where/ds6w:context/ds6w:project
ds6w:who/ds6w:responsible
ds6w:when/ds6w:created
ds6w:who/ds6w:lastModifiedBy
ds6w:when/ds6w:modified
ds6w:label
ds6w:description
ds6w:identifier
policy
current
organization
ds6wg:PLMReference.V_isLastVersion
ds6wg:PLMEntity.PLM_ExternalID
ds6wg:revision
ds6wg:PLMReference.V_versionComment
ds6wg:PLMEntity.V_description
ds6wg:PLMEntity.V_Name
ds6wg:PLMReference.V_fromExternalID
ds6wg:DACPrdDeployExt.DACPrdType
ds6wg:DACPrdDeployExt.DACPrdCageCode
ds6wg:LPAbstractReference.V_Scale
ds6wg:DANSpareRefDeployExt.DANSpareRecommendation
ds6wg:DANSpareRefDeployExt.DANSpareSelection
ds6wg:DELFmiFunctionPPRCreateReference.V_TargetReleaseDate
ds6wg:CreateAssembly.V_Outsourced
ds6wg:CreateAssembly.V_MANumber
ds6wg:DELFmiFunctionPPRCreateReference.V_ManufacturedItemClassification
ds6wg:DELFmiFunctionPPRCreateReference.V_EstimatedLeadTimeDescription
ds6wg:CreateAssembly.V_NeedDedicatedSystem
ds6wg:DELFmiFunctionPPRCreateReference.V_SpareManufacturedItem
ds6wg:DELFmiFunctionReference.V_EstimatedTime
ds6wg:DELFmiFunctionPPRCreateReference.V_MaterialCategory
ds6wg:DELFmiFunctionPPRCreateReference.V_EstimatedCost
ds6wg:DELFmiFunctionPPRCreateReference.V_EstimatedWeight
ds6wg:DELFmiFunctionPPRCreateReference.V_EstimatedCostCurrency
ds6wg:DAMArtRefDepExt.DAMArticleARelever
ds6wg:DAMArtRefDepExt.DAMCallbackCopyPaste
ds6wg:DAMArtRefDepExt.DAMCallbackCPS
ds6wg:DAMArtRefRegDepExt.DAMCallbackDemandeTransfertERP
ds6wg:DAMArtRefDepExt.DAMCategorie
ds6wg:DAMArtRefFabDepExt.DAMClasseFonctionnelle
ds6wg:DAMArtRefFabDepExt.DAMClasseRPA
ds6wg:DAMArtRefDepExt.DAMCodeEntreprise
ds6wg:DAMArtRefFabDepExt.DAMCodeFiliere
ds6wg:DAMArtRefFabDepExt.DAMCodeMagasin
ds6wg:DAMArtRefRegDepExt.DAMDateDemandeTransfertERP
ds6wg:DAMArtLifeCycleDepExt.DAMDateFROZEN
ds6wg:DAMArtLifeCycleDepExt.DAMDateINWORK
ds6wg:DAMArtLifeCycleDepExt.DAMDateOBSOLETE
ds6wg:DAMArtLifeCycleDepExt.DAMDatePRIVATE
ds6wg:DAMArtLifeCycleDepExt.DAMDateRELEASED
ds6wg:DAMArtRefRegDepExt.DAMDelaiObtentionDO
ds6wg:DAMArtRefRegDepExt.DAMDelaiObtentionRE
ds6wg:DAMArtRefFabDepExt.DAMDiametre
ds6wg:DAMArtRefFabDepExt.DAMDiametreTuyauExterieur
ds6wg:DAMArtRefRegDepExt.DAMDonneurOrdre
ds6wg:DAMCompletionDeployExt.DAMGTCode
ds6wg:DAMCompletionDeployExt.DAMGTFamily
ds6wg:DAMCompletionDeployExt.DAMGTFinish
ds6wg:DAMCompletionDeployExt.DAMGTProcess
ds6wg:DAMArtRefFabDepExt.DAMHors3DExp
ds6wg:DAMArtRefRegDepExt.DAMIndicateurINI
ds6wg:DAMArtLifeCycleDepExt.DAMLogonFROZEN
ds6wg:DAMArtLifeCycleDepExt.DAMLogonINWORK
ds6wg:DAMArtLifeCycleDepExt.DAMLogonOBSOLETE
ds6wg:DAMArtLifeCycleDepExt.DAMLogonPRIVATE
ds6wg:DAMArtLifeCycleDepExt.DAMLogonRELEASED
ds6wg:DAMArtRefFabDepExt.DAMMasseRelevee
ds6wg:DAMArtRefFabDepExt.DAMModeGestion
ds6wg:DAMArtRefFabDepExt.DAMNumeroFamilleArticle
ds6wg:DAMArtRefDepExt.DAMRAS
ds6wg:DAMArtRefFabDepExt.DAMRayonCintrage
ds6wg:DAMArtRefRegDepExt.DAMResponsabilite
ds6wg:DAMArtRefRegDepExt.DAMResponsableExecution
ds6wg:DAMArtRefFabDepExt.DAMSousCodeFiliere
ds6wg:DAMArtRefFabDepExt.DAMSousTraite
ds6wg:DAMArtRefFabDepExt.DAMUPRespDO
ds6wg:DAMArtRefFabDepExt.DAMUPRespRE
ds6wg:DAMArtRefAppDepExt.DAMArticleAPeremption
ds6wg:DAMArtRefAppDepExt.DAMClasse
ds6wg:DAMArtRefAppDepExt.DAMDateDerniereOpARelever
ds6wg:DAMArtRefAppDepExt.DAMDateFabARelever
ds6wg:DAMArtRefAppDepExt.DAMDateMelangeARelever
ds6wg:DAMArtRefAppDepExt.DAMDatePeremptionARelever
ds6wg:DAMArtRefAppDepExt.DAMDiametreAppro
ds6wg:DAMArtRefMatDepExt.DAMDim1
ds6wg:DAMArtRefMatDepExt.DAMDim2
ds6wg:DAMArtRefMatDepExt.DAMDim3
ds6wg:DAMArtRefAppDepExt.DAMDureeVieMelange
ds6wg:DAMArtRefMatDepExt.DAMEtatInitialMatiere
ds6wg:DAMArtRefAppDepExt.DAMFamilleAppro
ds6wg:DAMArtRefMatDepExt.DAMForme
ds6wg:DAMArtRefMatDepExt.DAMMatiere
ds6wg:DAMArtRefMatDepExt.DAMNbDimDebit
ds6wg:DAMArtRefAppDepExt.DAMUniteDureeVieMelange
ds6wg:DAMArtRefMatDepExt.DAMUniteMesureDebit
ds6wg:PLMEntity.V_usage
ds6wg:PLMEntity.V_discipline
ds6wg:PLMEntity.V_nature
ds6wg:PLMReference.V_ApplicabilityDate
ds6w:what/ds6w:contentStructure
