resourceid
ds6wg:DAMArtRefFabDepExt.DAMClasseRPA
ds6wg:DAMArtRefDepExt.DAMCodeEntreprise
ds6wg:DAMArtRefFabDepExt.DAMCodeFiliere
ds6wg:DAMArtRefFabDepExt.DAMCodeMagasin
ds6wg:DAMArtRefRegDepExt.DAMDateDemandeTransfertERP
ds6wg:DAMArtLifeCycleDepExt.DAMDateFROZEN
ds6wg:DAMArtLifeCycleDepExt.DAMDateINWORK
ds6wg:DAMArtLifeCycleDepExt.DAMDateOBSOLETE
ds6wg:DAMArtLifeCycleDepExt.DAMDatePRIVATE
ds6wg:DAMArtLifeCycleDepExt.DAMDateRELEASED
ds6wg:DAMArtRefRegDepExt.DAMDelaiObtentionDO
ds6wg:DAMArtRefRegDepExt.DAMDelaiObtentionRE
ds6wg:DAMArtRefFabDepExt.DAMDiametre
ds6wg:DAMArtRefFabDepExt.DAMDiametreTuyauExterieur
ds6wg:DAMArtRefRegDepExt.DAMDonneurOrdre
ds6wg:DAMCompletionDeployExt.DAMGTCode
ds6wg:DAMCompletionDeployExt.DAMGTFamily
ds6wg:DAMCompletionDeployExt.DAMGTFinish
ds6wg:DAMCompletionDeployExt.DAMGTProcess
ds6wg:DAMArtRefFabDepExt.DAMHors3DExp
ds6wg:DAMArtRefRegDepExt.DAMIndicateurINI
ds6wg:DAMArtLifeCycleDepExt.DAMLogonFROZEN
ds6wg:DAMArtLifeCycleDepExt.DAMLogonINWORK
ds6wg:DAMArtLifeCycleDepExt.DAMLogonOBSOLETE
ds6wg:DAMArtLifeCycleDepExt.DAMLogonPRIVATE
ds6wg:DAMArtLifeCycleDepExt.DAMLogonRELEASED
ds6wg:DAMArtRefFabDepExt.DAMMasseRelevee
ds6wg:DAMArtRefFabDepExt.DAMModeGestion
ds6wg:DAMArtRefFabDepExt.DAMNumeroFamilleArticle
ds6wg:DAMArtRefDepExt.DAMRAS
ds6wg:DAMArtRefFabDepExt.DAMRayonCintrage
ds6wg:DAMArtRefRegDepExt.DAMResponsabilite
ds6wg:DAMArtRefRegDepExt.DAMResponsableExecution
ds6wg:DAMArtRefFabDepExt.DAMSousCodeFiliere
ds6wg:DAMArtRefFabDepExt.DAMSousTraite
ds6wg:DAMArtRefFabDepExt.DAMUPRespDO
ds6wg:DAMArtRefFabDepExt.DAMUPRespRE
ds6wg:DAMArtRefAppDepExt.DAMArticleAPeremption
ds6wg:DAMArtRefAppDepExt.DAMClasse
ds6wg:DAMArtRefAppDepExt.DAMDateDerniereOpARelever
ds6wg:DAMArtRefAppDepExt.DAMDateFabARelever
ds6wg:DAMArtRefAppDepExt.DAMDateMelangeARelever
ds6wg:DAMArtRefAppDepExt.DAMDatePeremptionARelever
ds6wg:DAMArtRefAppDepExt.DAMDiametreAppro
ds6wg:DAMArtRefMatDepExt.DAMDim1
ds6wg:DAMArtRefMatDepExt.DAMDim2
ds6wg:DAMArtRefMatDepExt.DAMDim3
ds6wg:DAMArtRefAppDepExt.DAMDureeVieMelange
ds6wg:DAMArtRefMatDepExt.DAMEtatInitialMatiere
ds6wg:DAMArtRefAppDepExt.DAMFamilleAppro
ds6wg:DAMArtRefMatDepExt.DAMForme
ds6wg:DAMArtRefMatDepExt.DAMMatiere
ds6wg:DAMArtRefMatDepExt.DAMNbDimDebit
ds6wg:DAMArtRefAppDepExt.DAMUniteDureeVieMelange
ds6wg:DAMArtRefMatDepExt.DAMUniteMesureDebit
ds6wg:PLMEntity.V_usage
ds6wg:PLMEntity.V_discipline
ds6wg:PLMEntity.V_nature
ds6wg:PLMReference.V_ApplicabilityDate
